id,discovered_theme,category,severity,root_cause_hypothesis,supporting_quote,is_new_or_notable,created_date,is_solved,solved_by,has_solution,last_answer_trusted,has_trusted_answer,n_answers,n_creator_answers
1585218,Ctrl-C copy to clipboard broken after 151.0.x update,performance-crash,3,Regression in Gecko 151 clipboard handling on Windows 10 affecting both Firefox and Thunderbird.,"Typing Ctrl-C does nothing, Ctrl-X deletes whatever is selected, but it does not end up in the clipboard.",True,2026-06-02,False,,False,False,False,2,2
1585230,"Orange IMAP unable to connect, cannot open or send mail",send-receive,4,Provider auth/connection changes or hung connection to imap.orange.fr freezing the client.,orange ( imap.orange.fr ) is unable to connect to thunderbird,False,2026-06-02,False,,False,False,False,0,0
1585233,"Only old mail visible after importing Outlook .pst, no recent messages",migration-import,3,PST import only brought historical archive; the live account may not be properly configured to download current mail.,Email display Window only shows mail messages from ten years ago. When I select get messages it states no new messages to download,False,2026-06-02,False,,False,False,False,0,0
1585237,Kernel panic / crash on Ubuntu with hardware acceleration disabled,performance-crash,4,"Graphics driver or rendering incompatibility on Ubuntu triggering system-level faults, possibly unrelated to hardware acceleration setting.","My Thunderbird now regularly triggers the ""Kernel panic falty interrupt Please reboot"". I have disabled harware acceleration. This is on Ubuntu 26.",True,2026-06-02,False,,False,False,False,0,0
1585249,"POP incoming mail fails after ISP password/server change (wrong port, stale credentials)",send-receive,4,Saved credentials for the incoming server were stale/corrupted and the incoming POP port was misconfigured after the provider migration.,I can send emails with no problems but cannot download.,False,2026-06-02,True,dalebarber,True,True,True,7,2
1585250,Unexpected read receipt generated from spam with user's own address in Disposition-Notification-To,spam-filters,2,"Spammer forged the user's address as sender and requested a read receipt; Thunderbird does not auto-send unless manually triggered, so likely spoofing not a bug.","I have Read Receipts disabled, but Thunderbird generated an email (to me) and sent it to my mail host. This seems like a bug.",False,2026-06-02,False,,False,False,True,11,5
1585260,Cannot set Gmail as mailto handler,settings-config,1,"mailto handler registration is an OS-level setting, not configurable within Thunderbird's Applications list.",I want to make Gmail my mailto client. It is not listed in Applications settings,False,2026-06-02,False,,False,True,True,1,0
1585266,Gmail IMAP OAuth2 authentication error on new account setup,sync-oauth,4,Wrong Gmail server hostnames used (imap.google.com/smtp.google.com instead of imap.gmail.com/smtp.gmail.com) breaking OAuth2 authentication.,I cannot access it via IMAP. It always gives an authentication error... My emails use imap.google.com and smtp.google.com (993 and 465).,True,2026-06-02,False,,False,False,False,0,0
1585279,Importing address book from a profile on an external drive,migration-import,2,User needed to locate and import abook.sqlite from another profile location.,How can I get an adressbook from a profile which is located on an external harddisk?,False,2026-06-02,True,hu_b18,True,True,True,6,2
1585290,Cannot find retention/storage time settings (missing wrench icon),settings-config,1,"UI change relocated retention policy settings to Account settings/folder Properties, confusing user.",I do not have the wrench icon displayed with my folders. I cannot change my storage times.,False,2026-06-02,False,,False,True,True,1,0
1585312,Cannot copy/drag contact from main address book to sub-book,ui-ux,2,UI change removed or altered drag-and-drop behavior for copying contacts between address books.,I tried to drag & drop the address from the main book to the sub book but that doesn't work any longer.,True,2026-06-03,False,,False,False,False,0,0
1585313,Slash key shortcut for in-message search ignored on first use in TB 151,search-folders,2,"Regression in 151 where the '/' quick-find shortcut fails until Ctrl+F is used first, likely a focus/keybinding initialization bug.","With T-bird 151.0, when I press ""/"" it is ignored... the first time I use it.",True,2026-06-03,False,,False,True,True,1,0
1585323,Message count discrepancy / hidden messages after moving between folders,search-folders,3,Active view/quick-filter or corrupted folder index (.msf) causing displayed count to differ from actual message total.,the number of messages I see on screen in a folder is less than what Thunderbird lists as the total number of messages,False,2026-06-03,False,,False,False,False,0,0
1585324,"Mailbox unavailable SMTP error after Xfinity-to-Yahoo migration, fixed by new profile",send-receive,4,Corrupted profile/account state caused SMTP to fail with 'Mailbox unavailable' despite correct settings; recreating the profile cleared it.,The mail server responded: Request failed; Mailbox unavailable.,True,2026-06-03,True,BigAlBat,True,False,False,1,1
1585326,S/MIME signing fails: signing certificate not found or expired,encryption-security,3,"The S/MIME signing certificate is configured on the main account but not on the specific non-default identity being used, so Thunderbird can't locate it.","the application either failed to find the signing certificate specified in your Mail & Newsgroup Account Settings, or the certificate has expired",False,2026-06-03,False,,False,False,True,4,2
1585333,Emails from specific sender (orange.fr) not delivered and absent from spam,send-receive,3,Provider-side filtering or rejection of orange.fr mail rather than a Thunderbird issue; needs server-side webmail check.,It's only emails from orange.fr that aren't arriving.,False,2026-06-03,False,,False,True,True,3,1
1585349,SMTP error 501 address being throttled,send-receive,3,"Email provider is throttling the outgoing address due to send volume; provider-side, not Thunderbird.",conn 501: address is currently being throttled,False,2026-06-03,False,,False,True,True,1,0
1585354,Cannot download Gmail after reinstall; passwords rejected with internal errors,account-login,4,Gmail requires OAuth2 authentication rather than plain password; misconfigured auth causes rejected passwords and errors.,Non accetta le psw anche se corrette e successivamente si aprono pagine di errore,False,2026-06-03,True,'@next,True,False,False,2,1
1585359,Thunderbird shows white screen and not responding on startup,performance-crash,4,Corrupted profile or add-on causing UI hang on launch; needs troubleshoot mode/profile reset.,it displays a white screen and says (not responding) at the top,True,2026-06-03,False,,False,False,False,1,0
1585372,Feature request: local snooze/dismiss for shared calendar reminders,calendar-tasks,2,Snooze/dismiss state syncs across shared calendar devices; no per-device local option exists.,Please implement a local snooze option at the individual calendar level.,False,2026-06-03,False,,False,False,False,0,0
1585379,Message filters not moving incoming Gmail mail into folders,search-folders,3,User ran filters manually on the All Mail folder and used incorrect filter conditions; filters only auto-run on Inbox.,"any new emails coming in, don’t seem to be going into the folders even though they’re being direct",False,2026-06-03,False,,False,True,True,12,3
1585381,IMAP messages auto-marked read despite 'mark as read' setting disabled,send-receive,2,"Intermittent IMAP flag sync glitch on one installation; resolved itself, possibly transient server/index state.",when I push to read the message it always read it,False,2026-06-03,True,rednoise,True,True,True,7,3
1585386,Profile migration from 32-bit Windows TB115 to 64-bit Linux TB140,migration-import,2,Wrong path entry in profiles.ini and differing install locations prevented the copied profile from loading.,"I have followed all the advice to copy the old computer profile to the profile folder in Mint, but nothing appears",False,2026-06-03,False,,False,True,True,7,3
1585394,'Unable to write email to mailbox' and 'No message found' errors after 151 upgrade,performance-crash,3,"Corrupted local mail folder indexes/mbox files combined with antivirus locking, causing intermittent write failures resolved by repairing folders and rebuilding global database.",the message says Unable to write the email to the mailbox and asks me to check if I've write privileges,True,2026-06-03,False,,False,True,True,10,6
1585412,Thunderbird hangs and won't respond while webmail works,performance-crash,4,Possible antivirus interference or profile/database issue causing the app to freeze on multiple machines while server access is fine via webmail.,Se queda pensando y no responde. Hemos probado a abrir la cuenta de correo en webmail y nos funciona perfectamente,True,2026-06-03,False,,False,True,True,1,0
1585419,Server rejects outgoing mail with 'Spam Detected' error,send-receive,3,"The email provider's outbound server flagged the message as spam; a provider-side block, not a Thunderbird fault.",Il server di posta ha risposto: P3Fx2H0451aVJyw013G1N2 Spam Detected,False,2026-06-03,True,'@next,True,False,False,3,1
1585423,554 spam rejection when forwarding email to another provider,send-receive,3,"Recipient/provider server rejects forwarded mail as spam (SPF/reputation), unrelated to Thunderbird itself.",all three were deemed undeliverable by the mailer-Daemon. I removed all links on the third attempt,False,2026-06-03,True,davidsk,True,False,True,2,1
1585429,Account setup wizard fails for Mac email account,account-login,3,Setup wizard fails likely due to unsupported autoconfig or IMAP/POP not enabled on webmail; needs error details to diagnose.,Unable to set up new account using setup wizard for mac account,False,2026-06-03,False,,False,True,True,1,0
1585448,Recurring CalDAV sign-in popup for calendar not in use,calendar-tasks,2,A subscribed but disabled CalDAV calendar (gmx.com) keeps triggering authentication prompts even after unsubscribing.,getting popup every time I start Thunderbird and every 30 min. The only calendar using CALDAV is not enabled,True,2026-06-03,False,,False,False,True,8,5
1585457,No new emails received since date though visible in Yahoo webmail,send-receive,4,"Yahoo IMAP/POP sync stalled ('account being processed'), possibly OAuth or server-side throttling preventing new message download.",I can get a couple hundred e-mails but none since 5-31-2026,False,2026-06-03,False,,False,False,False,0,0
1585459,Login and SMTP authentication fail for mail.twc.com (Spectrum),account-login,4,Provider-side authentication/server outage or changed password/security requirements preventing both send and receive.,cannot receive or send email says to login to server mail.twc.com failed,False,2026-06-03,False,,False,False,False,0,0
1585465,Cannot drag/drop contacts between separate message windows,ui-ux,2,Known bug where dragging a Cc/To contact between two composer windows fails; fix planned for version 153.,Drag and drop a contact in Cc /To between two message windows fails,True,2026-06-03,False,,False,True,True,3,0
1585468,How to undo import/forwarding causing duplicate mail across accounts,migration-import,2,"User likely set up server-side forwarding or a copy filter (or unified folders view), not an actual import, causing duplicate mail.",i managed to import from one email account to another ... but i don't know and can't find how to cancel the import,False,2026-06-03,False,,False,True,True,3,1
1585470,Junk filters and static rules fail to stop rotating-domain spam,spam-filters,3,Filters set to Match ALL instead of ANY plus spammers rotating sender domains defeated static rules; server-side filtering needed.,Marking them as junk doesn’t work. I have triple-checked all my settings. And setting up specific filters with these names hasn't worked.,False,2026-06-03,True,davidsk,True,True,True,11,3
1585474,Slash key to start in-message search broken after 151 upgrade,search-folders,3,A find-function fix in 151.0.0 (from Firefox platform code) removed the ability to initiate quick-find with '/' on first use in message window.,"the ability to press ""/"" (""slash"") to search while viewing a message was broken. The slash is ignored",True,2026-06-03,False,,False,False,True,4,2
1585478,Connection to server timed out when opening Trash,send-receive,3,"IMAP/POP connection to mobile.charter.net timing out, possibly server settings or network issue.","connection to server, moble.charter.net, timed out",False,2026-06-03,False,,False,False,False,0,0
1585482,Thunderbird freezes/locks up on Windows 11 with processing message,performance-crash,4,Corrupt profile or database causing hangs even in troubleshooting mode; unclear until version and exact message known.,"Thunderbird still locks up with the processing message. At this point ... I can't even get into the folders, even in troubleshooting mode.",True,2026-06-03,False,,False,True,True,2,0
1585491,userChrome.css column header background color customization,ui-ux,1,User targeting wrong CSS selectors; correct IDs are the ...ColButton elements.,"They work except the 'from', 'attachments' and 'spam' columns title backgrounds. Can anyone see what I am doing wrong?",False,2026-06-03,True,sfhowes,True,False,True,2,1
1585509,Emails and address book inaccessible after interrupting download,send-receive,4,Interrupted download may have corrupted mbox or index; UI showing only partial content.,Now all that is downloaded is the one I tried to open and I can't access any previous emails or Tools,False,2026-06-04,False,,False,False,False,0,0
1585515,Recovering deleted msn.com email address,account-login,2,Account/provider issue unrelated to Thunderbird; needs clarification on what was deleted.,I'm trying to recover my deleted e-mail address of [edited]@msn.com,False,2026-06-04,False,,False,True,True,1,0
1585517,Copy/move from POP to IMAP stopped working,send-receive,3,"Move/copy failing despite quota headroom; possibly IMAP server error or folder issue, needs error message.",after many successful moves or copies from pop to imap it doesn't work. It is not close to the quota.,False,2026-06-04,False,,False,True,True,1,0
1585519,Can send but not receive after ISP password change,send-receive,4,POP password never re-entered/prompted after clearing passwords so Get Messages fails silently.,I can write and send messages but not receive,False,2026-06-04,False,,False,False,False,0,0
1585529,Confusion between Mozilla account and email account setup,account-login,2,User conflates new Mozilla account with configuring their actrix.co.nz email in Thunderbird.,I now have a Mozilla account. Will I now be able to get emails through Thunderbird?,False,2026-06-04,False,,False,True,True,2,1
1585530,Thunderbird freezes during startup while loading messages,performance-crash,4,"Likely a corrupted profile, folder index, or interfering extension causing hang at startup; needs version and provider details.",In fase di avvio mi evidenzia i messaggi ma si blocca,False,2026-06-04,True,'@next,True,False,False,1,0
1585533,Importing Outlook address book into Thunderbird,migration-import,2,User needs guidance to export Outlook contacts to a compatible format for import; not a defect.,don't know how to import the email address book from Outlook to Firebird Beta,False,2026-06-04,False,,False,True,True,1,0
1585548,Duplicate italicized folders reappear after restart and cannot be deleted,search-folders,3,Grey italic folders indicate non-subscribed/unselected IMAP folders that keep resurfacing due to server subscription state.,there seems to be an italicized copy of each folder in my mailbox,False,2026-06-04,False,,False,True,True,1,0
1585552,Uncertainty whether to upgrade after suspicious survey/newsletter contact,other,1,General how-to about updates plus possible phishing awareness; no technical defect.,I wondered if I need to download/upgrade?,False,2026-06-04,False,,False,True,True,1,0
1585555,Ensuring IMAP messages and images are stored locally for offline access,settings-config,2,User wants remote images cached offline; Thunderbird re-fetches remote content from hosts each time regardless of message sync setting.,How can I avoid constant requests to image hosts when I reopen an email?,True,2026-06-04,False,,False,True,True,3,1
1585567,Thunderbird cannot send or receive when VPN is enabled,send-receive,4,Mozilla VPN routing or DNS is blocking mail server ports/connections.,Thunderbird will not receive or send email if VPN is on,True,2026-06-04,False,,False,False,False,3,1
1585571,IMAP account setup fails with authentication error despite correct credentials,account-login,4,Provider likely requires app-password or OAuth rather than plain password authentication.,não consido adicionar uma conta de IMAP. Dá erro de autenticação,False,2026-06-04,False,,False,False,False,0,0
1585572,OAuth authorization succeeds but authentication error follows on account add,sync-oauth,4,"OAuth token exchange failing after authorization despite correct password, possibly provider config mismatch.","j'autorise Thunderbird a accéder à mes informations, ensuite j'ai le message ""erreur d'authentification""",True,2026-06-04,False,,False,False,False,0,0
1585577,"Inbox freezes with spinner when clicking messages, downloads duplicates",performance-crash,4,Corrupted folder/index causing hang and duplicate downloads from POP provider; fixed by compacting and repairing folder.,si accende il circoletto blu che continua a girare senza fine,False,2026-06-04,True,'@next,True,False,False,4,2
1585580,Thunderbird slow and unresponsive after power outage,performance-crash,3,Sudden power loss corrupted profile files or an extension; troubleshoot mode and disabling hardware acceleration recommended.,Power went out when it came back on it does not respond and runs slow,False,2026-06-04,False,,False,True,True,1,0
1585586,Inbox emails disappeared after Thunderbird update,performance-crash,4,Upgrade may have corrupted the mbox/index or changed view/filter settings hiding messages.,No more emails shown in the inbox,True,2026-06-04,False,,False,False,False,0,0
1585594,Threaded view buries unread replies in collapsed threads,ui-ux,2,Threading always shows oldest message as top-level with limited unread indication for buried replies.,new emails that come into that bunch are buried at the bottom with no indication that they are there,False,2026-06-04,False,,False,True,True,4,1
1585599,Unable to send or receive email,send-receive,5,Likely incorrect server/SMTP settings or authentication failure; needs error messages to confirm.,unable to receive e-mails. can not send out emails.,False,2026-06-04,True,davidsk,True,True,True,4,2
1585616,Thunderbird freezes for minutes on inbox operations due to antivirus scanning,performance-crash,4,Windows Defender scanning the large profile/inbox files locks them during read/write operations.,"It freezes up (""Thunderbird is not responding"") every time new emails are received or any time I take any action while the Inbox folder is open",True,2026-06-04,True,crawford2,True,True,True,11,3
1585625,Composition toolbar Send button missing,ui-ux,3,Composition toolbar got disabled so the Send button no longer appears.,stopped providing an email Send option about 2 weeks ago,False,2026-06-04,True,davidsk,True,True,True,1,0
1585629,Yahoo email headers printed in italics,ui-ux,1,Print stylesheet or message header rendering applies italic font for these messages.,My received yahoo email that is now in thunderbird prints headers in italics,False,2026-06-04,False,,False,True,True,1,0
1585631,Yahoo email headers printed in italics,ui-ux,1,Print stylesheet or message header rendering applies italic font for these messages.,"Yahoo mail in Thunderbird prints headers in italics, why?",False,2026-06-04,False,,False,True,True,1,0
1585634,Show full email address in message list column,ui-ux,1,Default address display shows display name; need setting or add-on to show full email.,how can I get full email address to show on inbox list from column,False,2026-06-04,False,,False,True,True,2,0
1585645,Snap Thunderbird repeatedly prompts to set as default client on Kubuntu,settings-config,2,Snap confinement prevents Thunderbird from persisting/reading the default-client registration.,"Upon every startup of Thunderbird, it ask if I want to set it as the default client",True,2026-06-05,False,,False,False,False,0,0
1585653,Yahoo account suddenly repeatedly prompts for password,account-login,4,Yahoo authentication token expired requiring OAuth re-auth or app password.,昨夜から急にヤフーアドレスのみパスワードの入力を求められてしまう状態です,True,2026-06-05,False,,False,True,True,1,0
1585684,Orange.fr account setup fails with password error,account-login,3,Orange requires an app-specific password or specific IMAP/SMTP settings that the auto-config doesn't supply.,"je bloque sur la page "" saisissez le mot de passe de votre compte de messagerie"" ... mais il apparait un message d'erreur",False,2026-06-05,False,,False,False,False,0,0
1585686,No inbox folder shown after installation,account-login,3,Account not properly created or folders not subscribed/synced after setup.,installation von thunderbird zeigt keinen orner für posteingang,False,2026-06-05,False,,False,True,True,1,0
1585688,Excessive line spacing on second line in new email,ui-ux,1,"Compose HTML style uses paragraph formatting instead of body text, adding paragraph spacing.",Regelafstand van de 2e regel bij het aanmaken van een nieuwe e-mail is standaard te groot,False,2026-06-05,True,Mozilla-assistent,True,False,True,2,1
1585691,Cannot send from Orange.fr account (receive works),send-receive,3,SMTP authentication or port/security mismatch with Orange outgoing server.,"I can receive emails, I am unable to send emails ... I have verified the smtp server and settings",False,2026-06-05,False,,False,True,True,1,0
1585693,Thunderbird 'not responding' on every action after spam flood,performance-crash,4,Anti-virus scanning combined with a backscatter spam flood is stalling every mail operation.,"Whenever I do anything with email I get a message ""not responding"" which causes a delay for a few minutes",True,2026-06-05,False,,False,True,True,3,1
1585704,OAuth2 popup 'unable to connect' after adding passkey to Microsoft account,sync-oauth,4,"Thunderbird does not support passkeys, so OAuth login fails when passkey becomes the only auth method.","the only thing that ever appears in this pop is the message ""Unable to connect"" ... it was working before until I added a passkey",True,2026-06-05,True,firefox3359,True,False,True,2,1
1585708,Removed certificate exception now blocks all email access,encryption-security,4,"User deleted a needed certificate exception for an invalid/expired server cert, blocking connection.",I clicked on remove. That apparently was a mistake because now I can't get into email since the security certificate is not valid,False,2026-06-05,False,,False,True,True,1,0
1585711,Authentication failed with newly created outlook.com accounts,sync-oauth,4,New Microsoft accounts require different OAuth scopes/permissions that Thunderbird doesn't request.,TB Authentication Failed with new outlook.com accounts ... No problems with old outlook.com accounts,True,2026-06-05,False,,False,False,False,1,1
1585715,Junk filter not learning despite repeated training,spam-filters,3,Bayesian junk training ineffective against varied spoofed senders; user expects sender-based blocking.,"no matter how many times I ""train"" the filter, it doesn't work ... the spam control ignores me!",False,2026-06-05,False,,False,False,True,2,1
1585718,Thunderbird 140 freezes 'not responding' seconds after startup,performance-crash,5,Regression or profile/AV interaction in 140.11.1 causing hang even in safe mode with POP3 Aruba account.,"segnala ""THUNDERBIRD NON RISPONDE"" e non consente di far altro che non sia terminare l'attività. Ho tentato il riavvio in modalità provvisoria, ma non ho risolto",True,2026-06-05,False,,False,False,False,4,1
1585720,iCloud CalDAV calendars sync but events do not appear,calendar-tasks,3,"Thunderbird's CalDAV implementation fails to fetch iCloud event data despite subscribing to calendars, possibly a report/sync-collection query incompatibility.","the calendars are adding, but none of the events",True,2026-06-05,False,,False,False,False,0,0
1585728,Cannot send outgoing email,send-receive,4,Likely SMTP server/authentication misconfiguration; insufficient detail provided.,can not send out email,False,2026-06-05,False,,False,True,True,1,0
1585739,Repeated password prompt message,account-login,3,"Server settings use only the local part of the address instead of full email, causing authentication rejection.",The message is requesting your password,False,2026-06-05,False,,False,True,True,1,0
1585741,Accidentally deleted profile losing all mail and addresses,other,5,Deleting the shared profile removed all local data; recovery requires trash or a prior backup.,"when I deleted her profile, it also deleted mine and now I do not have access",False,2026-06-05,False,,False,True,True,1,0
